Title,Facing,Floor,Bedroom,Bathroom,Location_area,Location_district,Price_in_cr,Land_area_aana,Price_per_aana,Road_access_ft,Built_year_bs,Has_parking,Amenity_count
House for sale,West,2.5,4,4,Imadol,Lalitpur,3.15,3.1,1.0161290322580645,13.0,2069,1,0
House for sale,West,2.5,5,4,Imadol,Lalitpur,3.3,3.2,1.0312499999999998,13.0,2076,1,0
House for sale,North-West,2.5,7,4,Tikathali,Lalitpur,2.7,4.1,0.6585365853658538,13.0,2076,1,0
House for sale,East,2.5,4,4,Setipakha,Lalitpur,2.25,2.3,0.9782608695652175,13.0,2072,1,0
House for sale,South,2.5,6,4,Ochu Height,Lalitpur,3.3,3.3,1.0,16.0,2079,1,0
House for sale,East,2.5,6,5,Raniban,Kathmandu,3.6,3.0,1.2,20.0,2058,1,0
House for sale,West,2.5,6,5,Ochu Height,Lalitpur,3.75,4.0,0.9375,16.0,2072,1,1
House for sale,East,2.0,4,4,Nakkhu,Lalitpur,3.99,5.0,0.798,13.0,2069,1,1
House for sale,East,2.5,7,3,Changathali,Lalitpur,1.7,4.0,0.425,10.0,2069,1,0
House for sale,South,2.5,5,4,Ochu Height,Lalitpur,2.45,3.2,0.765625,13.0,2079,1,1
House for sale,West,2.5,5,5,Imadol,Lalitpur,3.5,4.0,0.875,13.0,2079,1,0
Villa for sale,North-West,2.5,4,4,Pasikot,Kathmandu,3.2,3.0,1.0666666666666667,20.0,2076,1,1
House for sale,East,2.5,6,6,Sitapaila,Kathmandu,3.8,6.0,0.6333333333333333,13.0,2076,0,3
House for sale,West,2.5,6,3,Budhanilkantha,Kathmandu,2.8,3.0,0.9333333333333332,13.0,2074,1,0
House for sale,North,2.5,5,5,Pepsicola,Kathmandu,7.5,13.0,0.5769230769230769,13.0,2073,1,0
House for sale,North,2.5,4,3,Ichangu Narayan,Kathmandu,3.1,3.3,0.9393939393939394,10.0,2076,1,0
House for sale,East,2.5,4,3,Sitapaila,Kathmandu,3.8,5.1,0.7450980392156863,13.0,2076,1,1
House for sale,East,2.5,4,4,Pepsicola,Kathmandu,3.25,4.0,0.8125,20.0,2072,1,0
House for sale,North,2.5,6,3,Kharibot,Kathmandu,2.9,3.2,0.9062499999999999,13.0,2072,1,0
House for sale,South-East,3.5,6,8,Pasikot,Kathmandu,2.8,3.0,0.9333333333333332,20.0,2070,1,0
House for sale,East,3.5,7,4,Nepaltar,Kathmandu,2.19,3.0,0.73,11.0,2060,1,1
House for sale,South,2.5,5,3,Nakhipot,Lalitpur,2.8,3.2,0.8749999999999999,13.0,2070,1,0
House for sale,South-East,2.5,3,3,Ramkot,Kathmandu,1.75,3.3,0.5303030303030303,10.0,2059,1,2
House for sale,South-West,2.5,5,4,Nakhipot,Lalitpur,2.7,3.5,0.7714285714285715,20.0,2060,1,1
House for sale,South,2.5,6,5,Hattiban,Lalitpur,2.55,3.2,0.7968749999999999,13.0,2070,1,0
House for sale,East,2.5,5,3,Tenzing Chowk,Kathmandu,3.65,4.0,0.9125,13.0,2075,1,0
House for sale,West,2.5,6,5,Mandikhatar,Kathmandu,2.95,3.1,0.9516129032258065,13.0,2058,1,0
House for sale,North-East,3.5,5,6,Dhobikhola,Kathmandu,4.6,3.5,1.3142857142857143,27.0,2074,1,0
House for sale,North,1.5,3,2,Bhangal,Kathmandu,1.78,3.1,0.5741935483870968,9.0,2074,1,0
House for sale,North,3.0,7,4,Hattigaunda,Kathmandu,3.45,5.0,0.6900000000000001,13.0,2074,1,0
House for sale,West,2.5,4,4,Imadol,Lalitpur,3.5,4.0,0.875,13.0,2076,1,1
House for sale,East,2.5,4,3,Kapan,Kathmandu,1.88,2.2,0.8545454545454544,12.0,2076,1,0
House for sale,East,2.5,5,4,Imadol,Lalitpur,2.7,3.0,0.9,10.0,2060,1,1
House for sale,West,1.5,3,2,Phutung,Kathmandu,1.5,3.0,0.5,13.0,2054,1,0
House for sale,West,2.5,8,3,Lolang,Kathmandu,2.55,3.0,0.85,10.0,2065,1,0
House for sale,North,2.5,6,3,Tikathali,Lalitpur,2.5,3.1,0.8064516129032258,13.0,2056,1,0
House for sale,South-West,2.5,6,6,Imadol,Lalitpur,3.7,5.0,0.74,13.0,2076,1,1
House for sale,East,2.5,4,4,Kusunti,Lalitpur,3.95,5.2,0.7596153846153846,13.0,2076,1,0
House for sale,East,3.5,10,3,Kharibot,Kathmandu,3.25,4.0,0.8125,10.0,2064,1,0
House for sale,West,3.0,5,3,Imadol,Lalitpur,2.75,3.0,0.9166666666666666,13.0,2075,1,1
House for sale,North,3.0,4,3,Imadol,Lalitpur,2.2,2.3,0.9565217391304349,10.0,2071,1,4
House for sale,West,2.5,4,4,Dhapasi,Kathmandu,1.2,3.0,0.39999999999999997,20.0,2066,0,0
House for sale,South,2.5,4,3,Sukedhara,Kathmandu,5.5,5.2,1.0576923076923077,13.0,2075,1,0
House for sale,North-East,1.0,2,2,Pasikot,Kathmandu,2.8,5.2,0.5384615384615384,12.5,2076,1,0
House for sale,West,2.5,5,5,Satdobato,Lalitpur,4.5,6.1,0.7377049180327869,13.0,2058,0,1
House for sale,South,2.5,8,4,Bistachhap,Lalitpur,1.35,4.0,0.3375,13.0,2060,1,0
House for sale,South,2.5,5,4,Imadol,Lalitpur,3.25,3.3,0.9848484848484849,13.0,2074,1,1
Bungalow for sale,East,2.5,4,4,Imadol,Lalitpur,3.75,4.0,0.9375,16.0,2074,1,1
House for sale,North-East,1.0,2,4,Thankot,Kathmandu,1.45,3.0,0.48333333333333334,10.0,2074,1,0
House for sale,North,3.0,5,6,Kalanki,Kathmandu,2.6,3.3,0.787878787878788,11.0,2076,1,0
House for sale,East,2.0,4,2,Maharajgunj,Kathmandu,2.4,4.0,0.6,14.0,2052,1,2
House for sale,East,2.5,3,3,Dhumbarahi,Kathmandu,3.8,4.0,0.95,10.0,2054,1,0
House for sale,West,2.5,6,5,Kapan,Kathmandu,2.95,4.0,0.7375,13.0,2074,1,1
House for sale,North-East,2.0,5,4,Kalanki,Kathmandu,2.55,4.2,0.6071428571428571,20.0,2065,1,0
House for sale,North,3.5,8,3,Kapan,Kathmandu,3.1,4.0,0.775,12.0,2058,1,1
House for sale,West,3.5,6,3,Lolang,Kathmandu,2.4,3.2,0.7499999999999999,26.0,2074,1,0
House for sale,South-East,2.5,4,4,Imadol,Lalitpur,4.25,4.0,1.0625,20.0,2076,0,4
House for sale,West,2.5,4,5,Maharajgunj,Kathmandu,3.0,3.0,1.0,20.0,2074,1,0
House for sale,South,2.5,6,3,Budhanilkantha,Kathmandu,3.45,4.0,0.8625,13.0,2076,1,0
House for sale,South,3.5,8,4,Sanobharyang,Kathmandu,7.4,11.0,0.6727272727272727,13.0,2054,1,0
Villa for sale,South-East,2.5,4,4,Sunakothi,Lalitpur,3.75,3.2,1.171875,20.0,2070,1,5
House for sale,East,2.0,2,2,Bhaktapur,Bhaktapur,2.0,3.0,0.6666666666666666,12.0,2069,1,1
House for sale,North-East,2.0,7,4,Hattigaunda,Kathmandu,3.45,6.1,0.5655737704918034,14.0,2067,1,0
House for sale,East,2.5,5,4,Pasikot,Kathmandu,3.4,4.0,0.85,13.0,2077,1,0
House for sale,South-East,2.0,9,6,Dhumbarahi,Kathmandu,6.75,8.0,0.84375,12.0,2074,1,0
House for sale,South,2.0,6,3,Budhanilkantha,Kathmandu,4.7,6.0,0.7833333333333333,16.0,2075,1,0
Bungalow for sale,South-East,3.0,4,2,Chabahil,Kathmandu,5.0,6.0,0.8333333333333334,10.5,2069,1,0
House for sale,West,2.0,5,4,Khadka Gaun,Kathmandu,3.3,4.0,0.825,13.0,2073,1,0
House for sale,North,2.5,6,3,Budhanilkantha,Kathmandu,3.4,4.0,0.85,13.0,2077,1,0
House for sale,North-East,2.5,6,3,Lazimpat,Kathmandu,4.2,4.3,0.9767441860465117,12.0,2070,1,0
House for sale,South,2.5,6,3,Budhanilkantha,Kathmandu,3.45,4.0,0.8625,13.0,2069,1,0
Villa for sale,North-East,2.5,3,4,Sunakothi,Lalitpur,3.75,5.0,0.75,20.0,2073,0,4
House for sale,South-East,2.5,4,3,Syuchatar,Kathmandu,3.8,4.0,0.95,18.0,2075,1,0
House for sale,South,1.0,2,1,Gwarko,Lalitpur,1.55,2.3,0.673913043478261,13.0,2075,1,0
House for sale,East,2.5,4,4,Imadol,Lalitpur,2.35,3.0,0.7833333333333333,13.0,2076,1,0
Bungalow for sale,North,2.5,4,5,Sitapaila,Kathmandu,6.25,7.2,0.8680555555555556,17.0,2065,1,0
House for sale,South,2.5,4,3,Thaiba,Lalitpur,1.8,3.3,0.5454545454545455,20.0,2060,1,0
House for sale,South,2.5,5,3,Ochu Height,Lalitpur,2.7,3.2,0.84375,13.0,2065,1,0
House for sale,South,4.0,5,5,Koteshwor,Kathmandu,4.15,4.0,1.0375,6.0,2073,1,1
House for sale,South-West,2.5,4,3,Sanagaun,Lalitpur,2.04,3.0,0.68,11.5,2075,1,1
House for sale,South,3.5,6,6,Chardobato,Bhaktapur,4.1,4.2,0.976190476190476,20.0,2070,1,0
House for sale,West,2.5,4,3,Mandikhatar,Kathmandu,4.0,4.3,0.9302325581395349,13.0,2076,1,0
House for sale,North,3.0,6,4,Deuwa Chowk,Kathmandu,4.35,6.0,0.725,13.0,2076,1,3
House for sale,East,2.0,4,4,Dhapasi,Kathmandu,5.8,10.0,0.58,13.0,2076,1,0
House for sale,North,2.5,8,5,Gothatar,Kathmandu,3.8,4.0,0.95,10.0,2074,1,0
House for sale,North-West,3.0,10,5,Grande Hospital,Kathmandu,3.0,3.2,0.9375,13.0,2076,1,0
House for sale,South,2.5,4,4,Danchhi,Kathmandu,1.5,3.0,0.5,17.0,2070,1,0
House for sale,North,2.5,5,4,Sainbu,Lalitpur,3.0,4.0,0.75,15.0,2076,1,0
House for sale,North,2.5,7,4,Harisiddhi,Lalitpur,3.5,6.0,0.5833333333333334,16.5,2074,1,3
House for sale,North,2.5,4,2,Thali,Kathmandu,1.55,3.5,0.4428571428571429,10.0,2075,1,0
House for sale,North-East,2.5,6,5,Kapan,Kathmandu,2.95,4.1,0.7195121951219513,13.0,2070,1,0
House for sale,West,2.5,6,5,Budhanilkantha,Kathmandu,3.35,3.2,1.046875,16.0,2070,1,1
House for sale,North,3.5,5,6,Nakhipot,Lalitpur,5.0,4.5,1.1111111111111112,19.0,2060,1,0
House for sale,South,3.0,3,4,Khumaltar,Lalitpur,5.5,5.0,1.1,13.0,2069,1,0
House for sale,North,2.5,5,3,Bhangal,Kathmandu,2.95,3.2,0.921875,11.0,2070,1,0
House for sale,North-East,3.5,7,3,Shankhamul,Kathmandu,6.8,6.2,1.096774193548387,23.0,2076,1,0
House for sale,West,2.5,4,4,Gaurighat,Kathmandu,2.3,3.0,0.7666666666666666,13.0,2076,1,0
House for sale,South,2.5,4,3,Gwarko,Lalitpur,2.7,3.1,0.8709677419354839,13.0,2068,1,0
House for sale,North,2.5,5,4,Imadol,Lalitpur,2.9,4.0,0.725,13.0,2060,1,0
House for sale,East,2.5,4,4,Imadol,Lalitpur,2.75,3.2,0.859375,13.0,2060,1,1
House for sale,East,3.5,10,6,Narayantar,Kathmandu,3.5,4.2,0.8333333333333333,12.0,2060,1,4
House for sale,West,1.0,2,1,Thali,Kathmandu,1.33,3.2,0.415625,10.0,2076,1,1
House for sale,East,2.5,4,3,Bhangal,Kathmandu,2.85,3.2,0.890625,9.0,2060,1,0
House for sale,East,2.0,4,3,Dhapasi,Kathmandu,6.1,10.0,0.61,13.0,2067,1,0
House for sale,North-East,3.5,6,5,Budhanilkantha,Kathmandu,4.6,5.3,0.8679245283018867,27.0,2068,1,0
House for sale,North-East,2.5,5,2,Lubhu,Lalitpur,1.7,2.2,0.7727272727272726,13.0,2076,1,1
House for sale,South-West,3.0,6,6,Budhanilkantha,Kathmandu,3.9,6.0,0.65,14.5,2077,1,0
House for sale,South-West,2.5,4,3,Jarankhu,Kathmandu,1.6,3.2,0.5,10.0,2069,1,0
House for sale,West,3.0,6,4,Basundhara,Kathmandu,7.5,7.2,1.0416666666666667,15.0,2062,1,0
House for sale,North,2.5,5,4,Katunje,Bhaktapur,3.5,8.0,0.4375,13.0,2065,1,0
House for sale,South,2.5,4,3,Chyau Danda,Lalitpur,2.4,3.0,0.7999999999999999,20.0,2068,1,1
House for sale,North,2.5,3,3,Bansbari,Kathmandu,6.5,6.1,1.0655737704918034,15.0,2076,1,1
House for sale,South,2.5,4,3,Imadol,Lalitpur,2.65,3.1,0.8548387096774193,20.0,2076,1,1
House for sale,North,2.5,5,4,Naya Bazar,Kathmandu,3.3,4.0,0.825,10.0,2076,1,0
House for sale,South,2.5,4,4,Nagdaha,Lalitpur,4.15,4.0,1.0375,20.0,2070,1,5
House for sale,North,2.5,4,4,Thecho,Lalitpur,1.9,4.0,0.475,16.0,2074,1,1
Bungalow for sale,North-East,2.5,5,5,Mandikhatar,Kathmandu,6.5,8.0,0.8125,13.0,2076,1,0
House for sale,West,2.5,5,4,Icimod,Lalitpur,3.05,4.0,0.7625,13.0,2076,1,0
Bungalow for sale,South,2.5,5,4,Chundevi,Kathmandu,7.5,6.1,1.2295081967213115,15.0,2077,1,1
House for sale,North,2.5,5,4,Godawari,Lalitpur,4.19,5.0,0.8380000000000001,20.0,2070,0,5
House for sale,South,3.5,7,3,Chunikhel,Kathmandu,2.5,3.0,0.8333333333333334,10.0,2069,1,2
House for sale,North,2.5,4,4,Gairidhara,Kathmandu,5.1,5.0,1.02,12.0,2075,1,0
House for sale,East,2.5,5,4,Lazimpat,Kathmandu,5.6,6.0,0.9333333333333332,11.0,2062,1,0
House for sale,West,2.5,4,2,Chabahil,Kathmandu,3.5,6.2,0.564516129032258,8.0,2062,1,2
House for sale,North-East,1.0,3,2,Matatirtha,Kathmandu,1.8,4.0,0.45,13.0,2076,1,0
Bungalow for sale,South-East,2.5,6,5,Bansbari,Kathmandu,5.5,6.2,0.8870967741935484,13.0,2070,1,1
House for sale,North,2.5,4,5,Dahachowk,Kathmandu,2.9,5.3,0.5471698113207547,16.5,2063,1,0
House for sale,South-East,2.5,3,4,Bhaisepati,Lalitpur,5.5,4.2,1.3095238095238095,10.0,2062,1,0
House for sale,South,2.5,5,3,Swoyambhu,Kathmandu,2.75,2.2,1.25,20.0,2062,0,1
House for sale,South,3.0,5,4,Bafal,Kathmandu,3.65,5.0,0.73,13.0,2065,1,0
House for sale,South,2.5,5,3,Chapali,Kathmandu,6.15,6.0,1.0250000000000001,13.0,2068,1,1
House for sale,South-East,2.5,6,3,Chandragiri,Kathmandu,1.7,3.2,0.53125,10.0,2076,1,1
House for sale,West,2.5,4,4,Imadol,Lalitpur,2.55,3.0,0.85,13.0,2076,1,0
House for sale,East,2.5,5,5,Imadol,Lalitpur,3.25,4.0,0.8125,13.0,2076,1,0
House for sale,South,3.0,6,5,Imadol,Lalitpur,2.65,3.5,0.7571428571428571,13.0,2070,1,1
House for sale,South-East,2.5,5,4,Hattiban,Lalitpur,2.05,3.2,0.6406249999999999,13.0,2074,1,1
House for sale,South-West,2.5,6,3,Manamaiju,Kathmandu,2.5,4.2,0.5952380952380952,12.0,2076,1,0
House for sale,South,2.5,10,6,Godamchaur,Lalitpur,2.9,12.0,0.24166666666666667,13.0,2070,1,1
House for sale,North,2.5,4,3,Tripureshwor,Kathmandu,3.2,5.0,0.64,8.0,2070,1,0
Bungalow for sale,South-West,2.0,5,3,Budhanilkantha,Kathmandu,5.15,8.3,0.6204819277108433,13.0,2069,1,2
House for sale,East,2.5,4,2,Dhapasi,Kathmandu,5.8,10.0,0.58,13.0,2076,1,0
House for sale,East,4.0,3,3,Banasthali,Kathmandu,2.35,2.5,0.9400000000000001,13.0,2076,1,0
House for sale,South,3.5,7,4,Kumaripati,Lalitpur,4.5,6.0,0.75,15.0,2077,1,0
House for sale,North-West,3.5,6,4,Swoyambhu,Kathmandu,3.15,3.1,1.0161290322580645,10.0,2075,1,0
House for sale,North,3.5,6,4,Swoyambhu,Kathmandu,2.95,3.0,0.9833333333333334,10.0,2076,1,0
House for sale,South,4.0,10,4,Shantinagar,Kathmandu,4.98,5.3,0.9396226415094341,9.0,2050,0,5
House for sale,North-East,2.5,4,3,Bafal,Kathmandu,3.7,3.2,1.15625,13.0,2077,1,0
House for sale,South,3.5,8,4,Sundarbasti,Kathmandu,2.7,3.2,0.84375,13.0,2063,1,1
House for sale,West,2.5,5,4,Taukhel,Lalitpur,3.8,4.2,0.9047619047619047,20.0,2076,1,7
House for sale,East,1.0,2,1,Tahachal,Kathmandu,1.35,2.2,0.6136363636363636,10.0,2058,1,0
House for sale,North,2.5,6,5,Sundarbasti,Kathmandu,3.95,5.0,0.79,20.0,2062,1,1
House for sale,South-East,3.0,6,3,Kapan,Kathmandu,3.25,5.3,0.6132075471698113,13.0,2063,1,4
House for sale,West,2.5,5,4,Imadol,Lalitpur,2.7,3.2,0.84375,20.0,2076,1,0
House for sale,North-West,2.5,4,4,Imadol,Lalitpur,2.85,3.3,0.8636363636363638,13.0,2065,1,0
House for sale,North-East,2.5,6,5,Imadol,Lalitpur,2.5,4.2,0.5952380952380952,13.0,2050,1,1
House for sale,South,2.5,4,3,Danchhi,Kathmandu,1.5,3.0,0.5,17.0,2075,1,1
House for sale,South-East,3.0,5,3,Imadol,Lalitpur,2.75,3.0,0.9166666666666666,13.0,2074,1,1
House for sale,South,2.5,5,4,Bhangal,Kathmandu,2.9,3.3,0.8787878787878788,13.0,2073,1,1
House for sale,East,2.5,5,3,Sundarbasti,Kathmandu,2.98,4.0,0.745,20.0,2073,1,1
House for sale,North-East,3.0,2,2,Jhaukhel,Bhaktapur,1.4,4.1,0.34146341463414637,10.0,2077,1,2
House for sale,East,2.5,4,5,Bhaisepati,Lalitpur,3.8,3.3,1.1515151515151516,13.5,2070,1,1
House for sale,North,2.0,4,4,Budhanilkantha,Kathmandu,6.5,9.5,0.6842105263157895,12.5,2069,1,1
House for sale,North-East,1.0,3,2,Matatirtha,Kathmandu,1.8,4.0,0.45,13.0,2067,1,5
House for sale,South,2.5,4,4,Imadol,Lalitpur,2.75,3.2,0.859375,13.0,2065,1,0
House for sale,South,2.5,8,4,Imadol,Lalitpur,2.35,2.2,1.0681818181818181,10.0,2075,1,0
House for sale,East,2.5,5,4,Imadol,Lalitpur,2.75,3.0,0.9166666666666666,9.0,2075,1,0
House for sale,North,2.5,5,4,Imadol,Lalitpur,2.6,3.1,0.8387096774193549,13.0,2064,1,0
House for sale,North-East,2.5,7,4,Tyanglafat,Kathmandu,2.45,3.0,0.8166666666666668,10.0,2065,1,1
House for sale,West,3.0,5,3,Kageshwori,Kathmandu,2.55,3.0,0.85,13.0,2076,1,0
House for sale,South,2.0,6,3,Chandragiri,Kathmandu,1.31,3.0,0.4366666666666667,12.0,2056,1,1
House for sale,West,2.5,4,6,Nayapati,Kathmandu,3.3,4.0,0.825,20.0,2060,1,1
House for sale,East,2.5,5,4,Thaiba,Lalitpur,2.2,3.1,0.7096774193548387,13.0,2060,1,1
House for sale,North,2.5,4,5,Imadol,Lalitpur,2.35,3.1,0.7580645161290323,13.0,2060,1,0
House for sale,South,2.5,6,4,Imadol,Lalitpur,4.25,4.0,1.0625,13.0,2073,0,1
House for sale,West,2.5,5,3,Chandragiri,Kathmandu,1.9,3.0,0.6333333333333333,10.0,2060,1,0
House for sale,West,2.5,5,5,Tokha,Kathmandu,2.3,3.3,0.6969696969696969,10.0,2076,1,0
House for sale,South-East,2.5,6,6,Budhanilkantha,Kathmandu,4.0,5.0,0.8,15.0,2060,1,0
House for sale,West,2.5,4,3,Thulobharyang,Kathmandu,3.0,3.0,1.0,13.0,2074,1,1
House for sale,South,2.0,3,4,Bhaisepati,Lalitpur,5.5,4.2,1.3095238095238095,13.5,2070,1,0
House for sale,South-East,2.5,4,4,Chappal Karkhana,Kathmandu,6.2,10.0,0.62,14.0,2074,1,0
House for sale,South-East,2.5,6,6,Budhanilkantha,Kathmandu,4.0,5.0,0.8,15.0,2075,1,1
House for sale,South,2.5,5,3,Pasikot,Kathmandu,3.8,5.1,0.7450980392156863,14.0,2076,1,1
House for sale,East,2.5,9,7,Nakhipot,Lalitpur,2.55,3.2,0.7968749999999999,20.0,2070,1,0
House for sale,West,2.5,6,2,Imadol,Lalitpur,2.1,2.3,0.9130434782608696,13.0,2060,1,1
Duplex for sale,West,2.5,6,4,Budhanilkantha,Kathmandu,2.5,2.0,1.25,12.0,2076,1,0
House for sale,North,3.0,6,4,Gairi Gaun,Kathmandu,2.5,3.1,0.8064516129032258,10.0,2070,1,0
House for sale,North-West,2.5,6,3,Ichangu Narayan,Kathmandu,2.5,2.3,1.0869565217391306,13.0,2070,1,1
House for sale,North-East,4.0,5,6,Gongabu,Kathmandu,2.9,3.0,0.9666666666666667,13.0,2070,1,1
House for sale,South-West,2.5,5,4,Bhaisepati,Lalitpur,3.1,3.3,0.9393939393939394,15.0,2076,1,1
House for sale,South,2.5,4,4,Sukedhara,Kathmandu,3.98,6.0,0.6633333333333333,13.5,2074,1,0
House for sale,North,2.5,5,4,Budhanilkantha,Kathmandu,4.5,9.0,0.5,18.0,2060,1,1
House for sale,South-East,2.5,5,4,Bhaisepati,Lalitpur,5.5,5.2,1.0576923076923077,16.0,2060,0,5
Bungalow for sale,South-East,2.5,4,4,Bhaisepati,Lalitpur,3.25,3.3,0.9848484848484849,13.0,2076,0,5
House for sale,North-East,2.5,4,3,Imadol,Lalitpur,3.6,7.0,0.5142857142857143,12.5,2076,1,1
House for sale,South,3.5,10,10,Lainchaur,Kathmandu,4.3,5.0,0.86,10.0,2060,0,1
House for sale,South,2.5,4,3,Balkot,Bhaktapur,2.95,5.0,0.5900000000000001,13.0,2067,1,1
House for sale,South-East,2.5,3,3,Sunakothi,Lalitpur,4.25,6.0,0.7083333333333334,20.0,2076,0,5
House for sale,North,2.5,5,4,Bhaisepati,Lalitpur,3.5,3.3,1.0606060606060606,22.0,2062,1,1
House for sale,South-East,2.5,7,4,Bagdol,Lalitpur,5.4,5.3,1.0188679245283019,20.0,2062,1,1
House for sale,North-West,2.5,5,6,Budhanilkantha,Kathmandu,4.5,5.0,0.9,15.0,2065,1,1
Bungalow for sale,South-West,2.5,5,3,Pasikot,Kathmandu,3.8,5.1,0.7450980392156863,14.0,2068,0,4
House for sale,West,2.5,4,3,Bhangal,Kathmandu,2.95,3.3,0.893939393939394,13.0,2076,1,1
House for sale,East,2.5,6,5,Baluwakhani,Kathmandu,3.45,4.0,0.8625,13.0,2076,1,1
House for sale,North,3.5,4,3,Aakasedhara,Kathmandu,2.85,3.1,0.9193548387096774,13.0,2076,1,1
House for sale,South-East,3.0,6,4,Katunje,Bhaktapur,2.05,3.0,0.6833333333333332,20.0,2076,1,6
House for sale,South,2.5,4,5,Rudreshwor,Kathmandu,5.0,5.1,0.9803921568627452,13.0,2077,0,5
Bungalow for sale,West,2.5,5,5,Golfutar,Kathmandu,2.9,3.2,0.9062499999999999,16.0,2077,1,7
House for sale,South-East,2.5,3,3,Dhapakhel,Lalitpur,2.9,3.2,0.9062499999999999,13.5,2070,1,1
House for sale,South-West,2.5,4,5,Bhaisepati,Lalitpur,3.1,4.2,0.7380952380952381,15.0,2075,1,1
House for sale,West,2.5,6,5,Bauthali,Kathmandu,2.5,4.1,0.6097560975609757,12.0,2062,1,3
House for sale,South-West,3.5,6,5,Raniban,Kathmandu,3.1,3.5,0.8857142857142858,14.0,2068,1,1
House for sale,North,2.5,4,3,Goldhunga,Kathmandu,2.95,3.0,0.9833333333333334,12.0,2076,1,1
Duplex for sale,East,2.0,5,5,Tikathali,Lalitpur,2.95,3.2,0.921875,13.0,2076,1,1
House for sale,South,1.0,2,2,Kalopool,Kathmandu,3.0,4.2,0.7142857142857143,4.0,2070,1,1
House for sale,South-West,2.5,3,3,Bhaisepati,Lalitpur,6.25,5.3,1.179245283018868,16.0,2074,0,7
House for sale,East,2.5,4,4,Nakkhu,Lalitpur,3.9,5.0,0.78,13.0,2076,1,1
House for sale,South-East,2.5,5,4,Sitapaila,Kathmandu,3.1,4.0,0.775,13.0,2077,1,1
House for sale,West,2.5,3,2,Nakhudole,Lalitpur,2.9,4.0,0.725,20.0,2070,1,1
House for sale,North,2.0,4,5,Imadol,Lalitpur,2.6,3.1,0.8387096774193549,13.0,2069,1,1
Duplex for sale,South-West,2.0,5,5,Bhaisepati,Lalitpur,4.1,4.0,1.025,13.0,2075,1,1
House for sale,East,2.5,5,5,Mandikatar,Kathmandu,4.45,5.0,0.89,14.0,2062,1,1
House for sale,South,2.5,6,5,Jyotinagar,Kathmandu,3.15,3.5,0.9,13.0,2062,1,1
House for sale,West,2.5,5,4,Budhanilkantha,Kathmandu,4.0,4.3,0.9302325581395349,13.0,2065,1,1
House for sale,West,2.5,6,4,Chandragiri,Kathmandu,1.75,3.0,0.5833333333333334,9.0,2063,0,1
House for sale,South-West,2.5,4,4,Bhaisepati,Lalitpur,3.25,3.3,0.9848484848484849,13.0,2062,1,1
House for sale,East,2.5,4,4,High Vision Colony,Kathmandu,2.6,3.5,0.7428571428571429,10.0,2065,0,1
House for sale,South,3.0,7,3,Imadol,Lalitpur,6.5,12.0,0.5416666666666666,13.0,2076,1,1
House for sale,South,2.0,3,4,Bhaisepati,Lalitpur,3.85,4.2,0.9166666666666666,13.5,2076,1,1
House for sale,South,2.5,4,3,Sitapaila,Kathmandu,3.75,7.0,0.5357142857142857,13.0,2076,1,1
House for sale,South,2.0,4,2,Naya Basti,Kathmandu,2.35,5.0,0.47000000000000003,11.0,2070,1,1
House for sale,South-West,3.5,7,8,Budhanilkantha,Kathmandu,5.5,7.5,0.7333333333333333,19.5,2074,1,1
House for sale,South-West,3.5,7,5,Pasikot,Kathmandu,5.35,7.1,0.7535211267605634,18.5,2070,1,1
Bungalow for sale,West,2.5,5,6,Bhaisepati,Lalitpur,5.0,4.0,1.25,13.5,2069,0,1
House for sale,West,2.5,5,4,Bhaisepati,Lalitpur,3.5,3.3,1.0606060606060606,22.0,2071,1,1
House for sale,East,3.0,6,3,Syuchatar,Kathmandu,3.25,5.2,0.625,13.0,2077,1,1
Villa for sale,East,2.5,5,4,Sunakothi,Lalitpur,3.5,4.1,0.853658536585366,20.0,2049,0,6
Villa for sale,East,2.5,4,5,Bhaisepati,Lalitpur,4.1,5.0,0.82,20.0,2077,1,5
House for sale,South,2.0,6,5,Gahana Pokhari,Kathmandu,7.0,6.3,1.1111111111111112,11.0,2075,1,1
House for sale,East,2.5,4,3,Bistachhap,Lalitpur,2.2,9.2,0.23913043478260873,20.0,2058,1,0
House for sale,North-East,2.5,5,3,Sundarbasti,Kathmandu,3.9,5.0,0.78,13.0,2063,0,3
House for sale,South-East,2.5,6,3,Besigaun,Kathmandu,2.7,3.1,0.8709677419354839,13.0,2076,1,2
House for sale,East,1.0,2,1,Gorkarneshwor,Kathmandu,1.3,3.0,0.43333333333333335,13.0,2065,1,1
Bungalow for sale,North-East,2.0,4,3,Kusunti,Lalitpur,4.05,5.5,0.7363636363636363,13.0,2050,1,1
Bungalow for sale,South-East,2.5,6,4,Pasikot,Kathmandu,3.3,6.0,0.5499999999999999,13.0,2075,1,3
Bungalow for sale,North-East,2.5,6,6,Budhanilkantha,Kathmandu,6.25,6.2,1.0080645161290323,15.0,2074,1,1
House for sale,West,2.5,4,3,Baniyatar,Kathmandu,2.05,3.0,0.6833333333333332,10.0,2077,1,0
House for sale,South,2.5,4,4,Bansbari,Kathmandu,5.0,7.0,0.7142857142857143,13.0,2076,1,0
Bungalow for sale,North,2.5,3,4,Imadol,Lalitpur,2.35,3.1,0.7580645161290323,13.0,2076,1,0
House for sale,East,4.5,10,4,Satdobato,Lalitpur,7.0,9.1,0.7692307692307693,10.0,2073,1,0
