Title,Facing,Floor,Bedroom,Bathroom,Location_area,Location_district,Price_in_cr,Land_area_aana,Price_per_aana,Road_access_ft,Built_year_bs,Has_parking,Amenity_count
House for sale,North-East,2.5,4,5,Khumaltar,Lalitpur,2.85,5.0,0.5700000000000001,13.0,2074,1,0
House for sale,South,2.5,5,5,Rudreshwor,Kathmandu,2.6,5.1,0.5098039215686275,16.0,2062,0,0
House for sale,North,2.5,6,4,Ram Mandir,Kathmandu,2.85,5.0,0.5700000000000001,16.0,2077,1,0
House for sale,East,2.5,6,3,Khusibu,Kathmandu,2.25,2.2,1.0227272727272727,13.0,2072,0,0
House for sale,North,2.5,4,3,Chhauni,Kathmandu,3.1,4.2,0.7380952380952381,14.0,2073,1,0
House for sale,East,2.5,5,3,Setipakha,Lalitpur,2.25,4.1,0.5487804878048781,12.0,2074,1,1
House for sale,West,2.5,4,4,Gurjudhara,Kathmandu,1.55,3.0,0.5166666666666667,13.0,2072,1,0
Bungalow for sale,East,2.5,5,5,Hattigaunda,Kathmandu,3.25,4.0,0.8125,15.0,2073,1,1
House for sale,East,2.5,6,4,Tinkune,Kathmandu,4.5,4.2,1.0714285714285714,16.0,2072,1,0
House for sale,West,3.0,6,4,Kirtipur,Kathmandu,2.85,10.0,0.28500000000000003,15.0,2073,0,0
House for sale,South-East,2.5,6,6,Sanepa,Lalitpur,6.8,8.0,0.85,10.0,2072,1,1
House for sale,South,2.5,4,4,Ekatabasti,Kathmandu,2.97,4.1,0.7243902439024391,16.0,2073,1,3
House for sale,North,2.5,5,6,Dhungeadda,Kathmandu,7.25,16.0,0.453125,12.0,2078,1,1
House for sale,South,3.0,6,6,Hattiban,Lalitpur,2.87,4.1,0.7000000000000001,13.0,2078,1,3
Bungalow for sale,East,2.5,5,4,Bhangal,Kathmandu,6.9,8.2,0.8414634146341464,13.0,2076,1,1
House for sale,South,2.5,5,4,Bhangal,Kathmandu,2.98,5.0,0.596,12.0,2077,1,2
House for sale,South,2.5,4,4,Ganesh Chowk,Kathmandu,3.2,4.0,0.8,15.0,2077,1,2
Villa for sale,North-East,2.0,3,2,Grande Villa,Kathmandu,2.45,3.1,0.7903225806451614,21.0,2071,1,3
House for sale,East,1.0,4,4,Thankot,Kathmandu,1.15,3.1,0.3709677419354838,13.0,2068,1,0
House for sale,South,2.5,5,5,Ganesh Chowk,Kathmandu,3.5,5.0,0.7,13.0,2062,1,0
Bungalow for sale,North,2.5,4,6,Budhanilkantha,Kathmandu,5.9,7.0,0.8428571428571429,15.0,2071,1,1
House for sale,South-West,2.5,4,4,Nakkhu,Lalitpur,3.3,4.1,0.8048780487804879,15.0,2068,1,3
House for sale,South,2.5,5,3,Kusunti,Lalitpur,2.7,4.0,0.675,15.0,2062,1,2
House for sale,South,2.5,4,3,Kusunti,Lalitpur,2.4,3.2,0.7499999999999999,15.0,2077,1,1
House for sale,North,2.5,6,4,Baluwakhani,Kathmandu,2.35,3.2,0.734375,15.0,2071,1,1
Bungalow for sale,North,2.5,4,3,Sukedhara,Kathmandu,3.5,5.0,0.7,13.0,2068,1,2
House for sale,West,3.0,8,6,Mulpani,Kathmandu,2.95,4.2,0.7023809523809524,12.0,2076,1,0
House for sale,South,4.5,8,4,Gorkarneshwor,Kathmandu,2.7,4.0,0.675,11.0,2072,1,0
House for sale,East,2.5,6,4,Golfutar,Kathmandu,2.8,4.0,0.7,18.0,2068,1,1
House for sale,North-West,2.5,4,4,Bhaisepati,Lalitpur,1.99,3.1,0.6419354838709678,18.0,2062,1,0
House for sale,East,2.5,4,3,Syuchatar,Kathmandu,2.5,5.0,0.5,16.0,2071,1,0
Bungalow for sale,South,2.5,5,5,Ganesh Chowk,Kathmandu,3.5,5.0,0.7,13.0,2062,1,0
House for sale,South-West,2.5,5,5,Ganesh Chowk,Kathmandu,3.2,4.2,0.7619047619047619,15.0,2074,1,0
Bungalow for sale,North,2.5,3,4,Manabahadur Marga,Kathmandu,2.3,3.2,0.7187499999999999,15.0,2070,1,0
Bungalow for sale,North-East,2.5,4,5,Narayanthan,Kathmandu,5.5,7.2,0.7638888888888888,13.0,2060,1,1
Bungalow for sale,North-East,2.5,5,5,Narayanthan,Kathmandu,3.5,4.0,0.875,13.0,2077,1,1
House for sale,East,2.5,4,5,Nakkhu,Lalitpur,2.35,3.0,0.7833333333333333,20.0,2074,1,2
House for sale,South,2.5,4,3,Nakkhu,Lalitpur,2.3,3.0,0.7666666666666666,16.0,2076,1,2
House for sale,East,2.5,5,4,Imadol,Lalitpur,1.95,3.0,0.65,15.0,2068,1,0
House for sale,East,2.5,4,4,Bhaisepati,Lalitpur,2.8,4.3,0.6511627906976744,16.0,2062,1,4
House for sale,North-West,2.5,4,4,Kusunti,Lalitpur,2.35,3.1,0.7580645161290323,15.0,2077,1,1
House for sale,West,2.5,7,3,Shankhamul,Kathmandu,4.0,4.0,1.0,13.0,2058,0,3
House for sale,South-East,2.5,5,4,Dhapasi,Kathmandu,2.8,4.2,0.6666666666666666,13.0,2068,1,0
House for sale,East,2.5,5,4,Tokha Height,Kathmandu,2.3,3.2,0.7187499999999999,12.0,2062,1,0
House for sale,East,2.5,6,4,Hattiban,Lalitpur,2.15,4.0,0.5375,12.0,2071,1,0
House for sale,South-West,2.5,4,3,Gothatar,Kathmandu,4.0,6.0,0.6666666666666666,20.0,2068,1,0
House for sale,East,3.5,5,4,Imadol,Lalitpur,2.1,3.0,0.7000000000000001,15.0,2072,1,0
House for sale,South,2.5,6,3,Syuchatar,Kathmandu,2.05,3.0,0.6833333333333332,13.0,2068,1,0
Bungalow for sale,East,2.5,5,5,Budhanilkantha,Kathmandu,4.5,7.0,0.6428571428571429,20.0,2062,1,2
House for sale,North-West,2.5,4,3,Khadka Gaun,Kathmandu,2.3,4.0,0.575,13.0,2077,1,0
Bungalow for sale,East,2.5,6,4,Mandikhatar,Kathmandu,4.5,5.0,0.9,18.0,2071,1,2
House for sale,West,2.5,4,3,Bhaisepati,Lalitpur,2.4,3.0,0.7999999999999999,13.5,2062,1,1
House for sale,South-West,3.0,7,4,Nakkhu,Lalitpur,3.25,4.0,0.8125,14.5,2071,1,1
House for sale,East,1.0,2,1,Mahadevsthan,Kathmandu,1.05,3.0,0.35000000000000003,10.0,2062,1,0
House for sale,South,2.0,3,3,Hattiban,Lalitpur,2.11,4.0,0.5275,13.0,2077,1,0
House for sale,East,2.5,3,2,Kapan Gumba,Kathmandu,1.4,3.2,0.43749999999999994,13.0,2071,1,2
House for sale,East,2.5,3,4,Narayantar,Kathmandu,2.75,4.2,0.6547619047619048,18.0,2068,1,1
House for sale,North-East,2.5,4,4,Thaiba,Lalitpur,4.85,6.0,0.8083333333333332,20.0,2072,1,3
House for sale,West,2.5,6,4,Narephat,Kathmandu,3.85,6.0,0.6416666666666667,13.0,2071,1,3
House for sale,South,2.5,7,3,Sanobharyang,Kathmandu,1.85,5.1,0.36274509803921573,12.0,2068,1,0
Bungalow for sale,South,2.0,5,3,Sitapaila,Kathmandu,7.0,6.5,1.0769230769230769,14.0,2062,1,0
Bungalow for sale,North,2.0,5,3,Chandol,Kathmandu,4.6,6.0,0.7666666666666666,18.0,2074,1,1
Bungalow for sale,North-West,2.5,6,6,Bhaisepati,Lalitpur,3.75,4.0,0.9375,16.0,2060,1,1
House for sale,East,2.5,4,4,Imadol,Lalitpur,2.4,4.0,0.6,18.0,2077,1,1
House for sale,South,2.5,6,4,Dhapasi,Kathmandu,3.3,6.0,0.5499999999999999,20.0,2052,1,0
Bungalow for sale,North,2.5,6,4,Hepali Height,Kathmandu,3.3,4.0,0.825,14.0,2054,1,0
House for sale,North,2.5,4,4,Sitapaila,Kathmandu,2.4,4.2,0.5714285714285714,16.0,2076,1,1
House for sale,South,3.5,7,4,Bafal,Kathmandu,4.6,5.2,0.8846153846153845,16.5,2074,0,0
House for sale,North-East,3.5,6,5,Makalbari,Kathmandu,1.7,2.2,0.7727272727272726,12.0,2070,1,0
House for sale,West,2.5,4,5,Karyabinayak,Lalitpur,3.25,4.0,0.8125,20.0,2060,1,2
House for sale,South-East,2.5,6,3,Bojepokhari,Lalitpur,3.0,6.0,0.5,12.0,2059,1,0
House for sale,North,3.5,7,3,Syuchatar,Kathmandu,2.95,4.0,0.7375,20.0,2060,1,0
House for sale,South-East,2.5,5,4,Hattiban,Lalitpur,2.65,4.0,0.6625,20.0,2070,1,0
House for sale,South-East,3.0,4,5,Mulpani,Kathmandu,2.25,4.1,0.5487804878048781,14.0,2075,1,0
Bungalow for sale,West,2.0,4,4,Narayanthan,Kathmandu,4.5,6.0,0.75,19.0,2076,1,0
House for sale,South-East,2.5,4,4,Bhaisepati,Lalitpur,2.85,4.0,0.7125,19.0,2058,1,1
House for sale,North,2.5,4,4,Bhaisepati,Lalitpur,2.5,3.2,0.78125,20.0,2060,1,2
House for sale,South-West,2.5,5,5,Budhanilkantha,Kathmandu,4.7,6.0,0.7833333333333333,15.0,2076,1,2
House for sale,South-West,2.5,6,3,Ram Mandir,Kathmandu,2.72,4.2,0.6476190476190476,13.0,2076,1,2
House for sale,East,3.5,8,4,Katunje,Bhaktapur,2.35,4.05,0.5802469135802469,20.0,2060,0,0
House for sale,West,2.5,4,3,Chandol,Kathmandu,3.5,4.0,0.875,15.5,2052,1,2
Bungalow for sale,West,2.5,5,3,Sukedhara,Kathmandu,4.0,6.0,0.6666666666666666,12.0,2060,1,1
House for sale,East,3.0,7,4,Dhumbarahi,Kathmandu,6.25,5.5,1.1363636363636365,12.0,2052,1,1
House for sale,South,3.0,7,4,Dhungedhara,Kathmandu,2.6,3.2,0.8125,12.0,2072,1,0
House for sale,East,2.5,5,4,Kuleshwor,Kathmandu,2.25,2.2,1.0227272727272727,19.0,2070,0,0
House for sale,West,2.5,4,4,Thankot,Kathmandu,1.6,4.2,0.38095238095238093,13.0,2070,1,1
House for sale,West,2.5,4,4,Lolang,Kathmandu,1.65,3.1,0.532258064516129,13.0,2059,1,0
House for sale,East,2.5,3,3,Imadol,Lalitpur,1.7,2.2,0.7727272727272726,13.0,2060,1,1
Bungalow for sale,South,3.0,5,5,Golfutar,Kathmandu,4.0,5.2,0.7692307692307692,13.0,2070,1,0
House for sale,North-West,2.0,5,3,Gwarko,Lalitpur,1.95,4.0,0.4875,15.0,2077,1,3
House for sale,South-East,2.5,5,4,Golfutar,Kathmandu,3.7,4.0,0.925,20.0,2075,1,2
House for sale,East,2.5,4,4,Thankot,Kathmandu,1.5,3.0,0.5,13.0,2065,1,1
House for sale,North,2.5,5,4,Dhapasi,Kathmandu,2.85,4.0,0.7125,13.0,2068,1,1
House for sale,North,2.5,4,4,Imadol,Lalitpur,1.9,3.2,0.5937499999999999,13.0,2076,1,0
House for sale,East,2.5,3,3,Dhapasi,Kathmandu,3.2,5.0,0.64,13.0,2076,1,0
House for sale,South,2.5,5,5,Rudreshwor,Kathmandu,4.2,7.2,0.5833333333333334,14.0,2076,1,0
House for sale,South,2.5,5,6,Narayanthan,Kathmandu,4.75,6.0,0.7916666666666666,18.0,2074,1,0
House for sale,South-West,2.5,5,5,Deuwa Chowk,Kathmandu,3.25,4.1,0.7926829268292683,14.0,2076,1,0
House for sale,South-East,2.5,4,3,Pepsicola,Kathmandu,3.3,3.3,1.0,20.0,2076,1,3
House for sale,South-East,2.5,4,4,Baluwatar,Kathmandu,5.5,5.0,1.1,13.0,2077,1,0
Bungalow for sale,North-West,2.5,7,3,Rudreshwor,Kathmandu,3.75,5.0,0.75,18.0,2070,1,1
House for sale,North,2.5,4,4,Bhaisepati,Lalitpur,3.8,4.0,0.95,20.0,2075,1,3
House for sale,North,1.0,2,1,Sudal,Bhaktapur,0.75,3.0,0.25,10.0,2062,1,0
House for sale,South,3.0,6,4,Gothatar,Kathmandu,1.85,3.0,0.6166666666666667,14.0,2062,1,0
House for sale,East,2.5,4,5,Bhaisepati,Lalitpur,2.45,3.2,0.765625,20.0,2065,1,2
House for sale,South-East,2.5,5,4,Golfutar,Kathmandu,2.7,4.0,0.675,13.0,2068,1,1
House for sale,East,2.5,3,2,Liwali,Bhaktapur,3.5,7.2,0.4861111111111111,13.0,2076,1,4
House for sale,East,2.5,4,4,Imadol,Lalitpur,1.85,3.0,0.6166666666666667,14.0,2070,1,2
House for sale,North,2.5,4,5,Nakkhu,Lalitpur,2.65,3.2,0.8281249999999999,20.0,2063,1,3
House for sale,North,2.5,7,4,Imadol,Lalitpur,1.6,3.0,0.5333333333333333,13.0,2070,1,1
Bungalow for sale,East,2.5,4,4,Hattigaunda,Kathmandu,2.3,3.0,0.7666666666666666,13.0,2077,1,2
House for sale,East,2.5,4,3,Kusunti,Lalitpur,2.65,3.0,0.8833333333333333,15.0,2060,1,0
House for sale,South-East,3.5,7,3,Hattidanda,Kathmandu,2.65,5.2,0.5096153846153846,13.0,2077,1,1
House for sale,West,2.5,4,4,Dholahiti,Lalitpur,2.75,4.0,0.6875,20.0,2077,1,1
House for sale,East,2.5,4,3,Imadol,Lalitpur,1.9,3.0,0.6333333333333333,13.0,2065,1,2
House for sale,South,3.5,10,4,Shantinagar,Kathmandu,3.9,3.0,1.3,30.0,2068,1,0
House for sale,East,2.5,4,4,Bafal,Kathmandu,2.55,4.2,0.6071428571428571,13.0,2076,1,0
House for sale,South,2.5,5,4,Dhungedhara,Kathmandu,2.8,3.2,0.8749999999999999,12.0,2076,1,0
House for sale,West,2.5,7,4,Thankot,Kathmandu,1.05,3.0,0.35000000000000003,5.0,2076,0,0
House for sale,North,1.0,3,3,Thankot,Kathmandu,1.15,3.0,0.3833333333333333,13.0,2076,1,0
House for sale,West,2.5,4,4,Baniyatar,Kathmandu,1.85,2.2,0.8409090909090908,11.5,2076,1,0
House for sale,East,3.0,5,3,Kalanki,Kathmandu,4.25,8.0,0.53125,14.0,2075,1,1
Bungalow for sale,West,2.5,6,4,Bafal,Kathmandu,3.0,4.0,0.75,14.0,2062,1,1
House for sale,East,3.0,5,4,Banasthali,Kathmandu,3.0,4.0,0.75,32.0,2062,0,0
Villa for sale,North,2.0,4,2,Ramkot,Kathmandu,1.55,4.0,0.3875,20.0,2065,1,0
House for sale,North,2.0,4,2,Ramkot,Kathmandu,1.75,5.0,0.35,20.0,2068,1,0
House for sale,East,3.5,7,7,Khusibu,Kathmandu,4.1,4.2,0.976190476190476,20.0,2065,1,3
House for sale,North,2.5,6,4,Hattiban,Lalitpur,2.15,4.0,0.5375,13.0,2077,1,0
House for sale,North,2.5,5,4,Hattiban,Lalitpur,2.1,4.0,0.525,13.0,2077,1,0
House for sale,North,2.5,4,5,Bhaisepati,Lalitpur,3.5,5.0,0.7,15.0,2068,1,1
House for sale,South,1.0,2,1,Shovahiti,Lalitpur,2.5,4.2,0.5952380952380952,10.0,2073,1,0
House for sale,East,1.0,2,1,Basantanagar,Kathmandu,1.3,3.2,0.40625,13.0,2069,1,0
House for sale,North-West,2.5,6,6,Budhanilkantha,Kathmandu,4.15,5.1,0.8137254901960785,13.0,2076,1,0
House for sale,North,2.5,4,4,Mandikhatar,Kathmandu,7.0,13.0,0.5384615384615384,18.0,2070,1,1
House for sale,North,2.5,4,3,Grande Villa,Kathmandu,2.6,4.0,0.65,26.0,2070,1,0
House for sale,East,2.5,6,3,Grande Villa,Kathmandu,2.8,4.0,0.7,26.0,2070,1,0
House for sale,North,2.5,4,4,Grande Villa,Kathmandu,1.9,3.0,0.6333333333333333,15.0,2076,1,0
House for sale,East,2.5,6,4,Deuwa Chowk,Kathmandu,3.6,6.0,0.6,14.0,2076,1,0
House for sale,East,2.5,4,5,Hattigaunda,Kathmandu,3.45,5.0,0.6900000000000001,14.0,2065,1,0
House for sale,South,2.5,5,4,Gwarko,Lalitpur,3.0,4.2,0.7142857142857143,13.0,2077,1,2
House for sale,East,2.5,7,5,Dhapasi,Kathmandu,5.0,11.1,0.45045045045045046,15.0,2074,1,2
House for sale,West,2.5,4,4,Tokha,Kathmandu,3.8,7.0,0.5428571428571428,20.0,2075,1,2
House for sale,North-West,3.5,5,5,Hattigaunda,Kathmandu,3.1,3.0,1.0333333333333334,13.0,2070,1,2
House for sale,North,2.5,4,4,Narayanthan,Kathmandu,6.75,12.0,0.5625,19.0,2070,1,2
House for sale,South,2.5,5,4,Kalanki,Kathmandu,2.9,4.1,0.7073170731707318,10.0,2075,1,5
House for sale,South,2.5,5,5,Grande Hospital,Kathmandu,2.8,4.3,0.6511627906976744,15.0,2074,1,1
House for sale,North-West,2.5,4,4,Budhanilkantha,Kathmandu,5.5,9.0,0.6111111111111112,14.0,2076,1,1
House for sale,North,2.5,6,4,Hattigaunda,Kathmandu,3.25,5.1,0.6372549019607844,15.0,2074,1,0
House for sale,North,2.5,7,5,Thulobharyang,Kathmandu,3.95,7.0,0.5642857142857143,13.0,2075,1,0
House for sale,East,2.5,5,5,Golfutar,Kathmandu,3.5,4.0,0.875,17.0,2076,1,0
House for sale,East,2.5,5,3,Chandol,Kathmandu,4.75,5.2,0.9134615384615384,20.0,2070,1,2
House for sale,East,2.5,4,4,New Buspark,Kathmandu,2.6,3.0,0.8666666666666667,13.0,2062,1,0
House for sale,North,1.0,2,1,Mahadevsthan,Kathmandu,0.98,3.0,0.32666666666666666,13.0,2065,1,0
House for sale,South,2.5,3,2,Hepali Height,Kathmandu,2.25,4.0,0.5625,13.0,2068,1,0
Bungalow for sale,East,2.5,4,5,Nakkhu,Lalitpur,2.8,4.0,0.7,20.0,2076,1,0
House for sale,East,2.5,4,4,Imadol,Lalitpur,1.85,3.0,0.6166666666666667,14.0,2077,1,0
House for sale,South,2.5,4,4,Sitapaila,Kathmandu,2.5,4.1,0.6097560975609757,13.0,2062,1,0
House for sale,South,2.5,6,4,Kapan,Kathmandu,3.6,7.0,0.5142857142857143,13.0,2068,1,5
House for sale,South-East,2.5,4,3,Mulpani,Kathmandu,1.25,2.5,0.5,10.0,2077,1,2
House for sale,East,2.5,3,4,Taukhel,Lalitpur,2.5,4.0,0.625,26.0,2065,1,0
House for sale,West,2.5,6,4,Gothatar,Kathmandu,2.3,3.1,0.7419354838709676,13.0,2075,1,0
House for sale,East,2.5,5,3,Balambu,Kathmandu,1.8,3.1,0.5806451612903226,13.0,2075,1,1
House for sale,North,3.5,7,4,Kalanki,Kathmandu,2.18,4.0,0.545,14.0,2064,1,1
Duplex for sale,East,2.5,6,4,Bhaisepati,Lalitpur,2.5,4.0,0.625,13.0,2065,1,1
House for sale,West,2.5,5,3,Khadka Gaun,Kathmandu,2.15,4.0,0.5375,16.0,2076,1,0
House for sale,South,2.5,5,2,Bhutkhel,Kathmandu,1.8,3.0,0.6,10.0,2056,0,4
House for sale,West,4.0,7,4,Chyasal,Lalitpur,2.4,3.0,0.7999999999999999,13.0,2066,1,0
House for sale,West,2.0,5,2,Thulobharyang,Kathmandu,2.4,3.2,0.7499999999999999,16.0,2060,1,0
House for sale,East,2.5,3,3,Dhapakhel,Lalitpur,1.45,2.2,0.6590909090909091,20.0,2066,1,0
Bungalow for sale,North,2.5,5,5,Hattigaunda,Kathmandu,3.15,5.2,0.6057692307692307,16.0,2071,1,0
Bungalow for sale,East,3.0,4,5,Panipokhari,Kathmandu,5.4,5.2,1.0384615384615385,20.0,2077,1,0
House for sale,East,2.5,6,4,Kapan,Kathmandu,2.1,4.0,0.525,14.0,2070,1,0
House for sale,West,2.5,5,4,Kamitar,Kathmandu,1.7,3.0,0.5666666666666667,15.0,2074,1,0
Bungalow for sale,East,3.0,4,5,Ichangu Narayan,Kathmandu,2.9,5.0,0.58,15.0,2073,1,1
House for sale,South,2.5,5,5,Budhanilkantha,Kathmandu,5.8,12.0,0.48333333333333334,12.0,2067,1,0
House for sale,North,2.5,5,4,Manabahadur Marga,Kathmandu,2.7,4.0,0.675,13.0,2065,0,0
Villa for sale,South,2.5,4,5,Budhanilkantha,Kathmandu,5.75,7.0,0.8214285714285714,20.0,2075,1,0
House for sale,East,2.5,5,4,Hepali Height,Kathmandu,2.7,4.0,0.675,15.0,2075,1,0
House for sale,West,2.5,6,4,Budhanilkantha,Kathmandu,4.45,5.0,0.89,15.0,2076,1,2
House for sale,East,2.5,6,4,Bansbari,Kathmandu,4.5,8.0,0.5625,20.0,2076,1,0
House for sale,North,1.5,3,2,Kavresthali,Kathmandu,1.55,4.0,0.3875,10.0,2056,1,0
House for sale,East,2.0,4,4,Goldhunga,Kathmandu,1.85,4.0,0.4625,26.0,2065,1,0
House for sale,East,3.5,5,5,Thankot,Kathmandu,3.0,4.0,0.75,13.0,2066,1,0
House for sale,North,2.5,5,3,Nakhipot,Lalitpur,2.5,4.2,0.5952380952380952,20.0,2077,1,1
House for sale,East,2.5,6,5,Imadol,Lalitpur,3.25,5.1,0.6372549019607844,13.0,2077,1,0
House for sale,South,3.5,4,4,Gyaneshwor,Kathmandu,3.5,6.0,0.5833333333333334,15.0,2073,1,0
House for sale,East,2.5,4,4,Narayanthan,Kathmandu,6.75,12.0,0.5625,15.0,2065,1,1
House for sale,East,2.5,4,4,Syuchatar,Kathmandu,2.45,4.0,0.6125,13.0,2066,1,0
House for sale,North,3.5,5,4,Syuchatar,Kathmandu,2.2,3.3,0.6666666666666667,13.0,2060,1,0
Bungalow for sale,North,2.5,5,4,Manabahadur Marga,Kathmandu,2.7,4.0,0.675,13.0,2073,1,0
Bungalow for sale,West,2.5,4,4,Hattigaunda,Kathmandu,5.0,4.2,1.1904761904761905,20.0,2071,1,0
Bungalow for sale,East,2.5,6,4,Bansbari,Kathmandu,3.8,3.2,1.1874999999999998,18.0,2075,1,1
House for sale,North,2.5,5,3,Banasthali,Kathmandu,2.0,3.2,0.625,8.0,2070,0,4
House for sale,West,2.5,5,4,Tikathali,Lalitpur,1.6,3.0,0.5333333333333333,13.0,2075,1,0
House for sale,East,2.5,4,4,Thankot,Kathmandu,3.25,5.0,0.65,16.0,2062,1,0
House for sale,South,2.5,6,4,Thankot,Kathmandu,1.6,4.0,0.4,16.0,2070,1,0
House for sale,West,2.5,5,2,Thankot,Kathmandu,1.6,3.1,0.5161290322580645,13.0,2070,1,0
House for sale,South,4.0,9,5,Siddhartha Colony,Kathmandu,7.0,9.0,0.7777777777777778,12.0,2069,0,0
House for sale,East,3.0,7,3,Chapali,Kathmandu,2.95,3.3,0.893939393939394,13.0,2066,1,3
House for sale,East,2.0,5,3,Kalanki,Kathmandu,2.2,4.0,0.55,14.0,2076,1,0
House for sale,North-East,2.5,5,3,Bafal,Kathmandu,3.1,3.3,0.9393939393939394,15.0,2076,1,1
House for sale,South,2.5,4,3,Lubhu,Lalitpur,1.85,5.0,0.37,13.0,2076,1,0
House for sale,South-East,2.5,6,3,Nagarjun,Kathmandu,2.25,4.1,0.5487804878048781,22.0,2076,1,0
House for sale,West,3.0,4,4,Kumarigal,Kathmandu,3.5,6.2,0.564516129032258,10.0,2076,1,0
House for sale,West,3.0,6,5,Tenzing Chowk,Kathmandu,2.9,4.0,0.725,13.0,2077,1,0
House for sale,East,2.0,5,4,Naya Basti,Kathmandu,1.9,4.0,0.475,15.0,2077,1,0
House for sale,North,2.5,3,4,Bhaisepati,Lalitpur,2.2,4.1,0.5365853658536587,20.0,2075,1,0
House for sale,North-East,2.5,5,5,Bhaisepati,Lalitpur,2.1,3.0,0.7000000000000001,12.0,2066,1,0
House for sale,South,2.5,4,3,Sitapaila,Kathmandu,3.45,4.2,0.8214285714285714,15.0,2076,1,1
Bungalow for sale,South-East,2.5,3,4,Bhangal,Kathmandu,3.5,5.0,0.7,14.0,2076,1,0
House for sale,West,3.5,7,4,Katyani Chowk,Kathmandu,3.3,4.0,0.825,10.0,2076,1,0
House for sale,West,1.0,5,3,Jarankhu,Kathmandu,0.78,3.1,0.25161290322580643,10.0,2060,1,0
House for sale,East,1.0,2,1,Jarankhu,Kathmandu,1.2,3.0,0.39999999999999997,10.0,2074,1,0
House for sale,North,2.0,2,1,Mulpani,Kathmandu,1.2,3.0,0.39999999999999997,10.0,2060,1,0
House for sale,East,3.0,5,3,Setipakha,Lalitpur,2.1,5.0,0.42000000000000004,16.0,2074,1,0
House for sale,West,2.5,5,3,Rudreshwor,Kathmandu,1.05,2.2,0.47727272727272724,10.0,2065,1,0
House for sale,North,2.5,4,4,Imadol,Lalitpur,1.85,3.0,0.6166666666666667,12.0,2060,1,0
House for sale,South,2.5,6,4,Imadol,Lalitpur,1.65,3.0,0.5499999999999999,13.0,2065,1,0
House for sale,South,2.5,5,5,Imadol,Lalitpur,2.5,3.2,0.78125,15.0,2073,1,0
House for sale,South,2.5,4,4,Imadol,Lalitpur,2.2,3.2,0.6875,13.0,2071,1,0
House for sale,East,2.5,5,4,Imadol,Lalitpur,2.15,3.1,0.6935483870967741,13.0,2075,1,0
House for sale,South,2.5,4,4,Imadol,Lalitpur,2.45,4.2,0.5833333333333334,13.0,2060,1,0
House for sale,West,2.5,5,5,Syuchatar,Kathmandu,2.07,3.2,0.6468749999999999,12.0,2060,1,0
House for sale,West,2.5,4,4,Syuchatar,Kathmandu,2.2,3.2,0.6875,14.0,2076,1,0
House for sale,South,2.5,4,3,Lolang,Kathmandu,1.55,3.1,0.5,12.0,2075,1,0
House for sale,South-East,1.0,3,1,Thankot,Kathmandu,1.15,3.1,0.3709677419354838,13.0,2076,1,0
House for sale,West,1.0,6,4,Tikathali,Lalitpur,0.98,2.2,0.44545454545454544,16.0,2075,1,0
House for sale,South,2.5,4,3,Imadol,Lalitpur,2.15,3.1,0.6935483870967741,13.0,2076,1,0
House for sale,East,2.5,5,5,Imadol,Lalitpur,1.75,3.0,0.5833333333333334,13.0,2076,1,0
House for sale,North,2.5,5,3,Imadol,Lalitpur,1.85,3.0,0.6166666666666667,12.0,2060,1,1
House for sale,East,2.5,5,4,Imadol,Lalitpur,1.98,3.1,0.6387096774193548,13.0,2074,1,2
House for sale,South,2.0,5,2,Bhatkepati,Kathmandu,1.75,3.3,0.5303030303030303,13.0,2077,0,1
Bungalow for sale,South,2.0,5,2,Dhapasi,Kathmandu,3.25,5.0,0.65,13.0,2070,1,0
Bungalow for sale,North,2.5,4,4,New Baneshwor,Kathmandu,4.25,4.0,1.0625,13.0,2076,1,0
Bungalow for sale,North,2.0,5,3,Tinkune,Kathmandu,5.0,10.0,0.5,11.0,2076,1,1
House for sale,West,1.0,2,1,Kadaghari,Kathmandu,1.2,3.0,0.39999999999999997,13.0,2075,1,0
House for sale,East,2.5,4,4,Kalanki,Kathmandu,2.8,4.2,0.6666666666666666,13.0,2067,1,0
House for sale,North-East,2.5,5,3,Dharmasthali,Kathmandu,2.4,5.0,0.48,11.0,2073,1,0
Bungalow for sale,North-East,2.5,6,4,Taulung,Kathmandu,4.25,6.0,0.7083333333333334,18.0,2071,1,0
House for sale,North,2.5,4,4,Matatirtha,Kathmandu,3.3,5.0,0.6599999999999999,13.0,2075,1,0
House for sale,North,2.5,5,4,Imadol,Lalitpur,2.07,3.1,0.667741935483871,13.0,2068,1,0
House for sale,South,2.0,4,2,Imadol,Lalitpur,1.82,3.0,0.6066666666666667,13.0,2070,1,0
House for sale,North,2.0,6,3,Syuchatar,Kathmandu,2.24,4.0,0.56,13.0,2076,1,2
House for sale,North-East,2.5,6,3,Syuchatar,Kathmandu,2.45,4.0,0.6125,12.0,2076,1,1
House for sale,West,2.5,7,3,Hattigaunda,Kathmandu,3.25,5.0,0.65,12.0,2076,1,0
House for sale,North-East,3.0,4,3,Budhanilkantha,Kathmandu,2.99,3.0,0.9966666666666667,10.0,2076,1,1
House for sale,West,2.5,5,3,Ram Mandir,Kathmandu,2.65,2.5,1.06,10.0,2068,1,0
House for sale,West,2.0,4,2,Thankot,Kathmandu,1.15,2.2,0.5227272727272726,13.5,2074,1,0
House for sale,West,1.5,2,1,Mahadevsthan,Kathmandu,1.1,2.2,0.5,10.0,2076,1,0
